sample_ID,barcode,gene,polymerase,pass_fail,size_or_fail_peak1,size_or_fail_peak2,conc_or_fail_peak1,conc_or_fail_peak2
1922,201,DRB1,Verifi,PASSED,11521,16400,35.615,3.5382
5826,209,DRB1,Verifi,PASSED,15280,No second peak,5.129,No second peak
4826,214,DRB1,Verifi,PASSED,12078,16693,27.0954,7.0577
5825,218,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
780,233,DRB1,Verifi,PASSED,12001,16846,36.0988,7.2834
3981,245,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1325,249,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3490,252,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5137,259,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1985,264,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
699,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1291,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2090,349,DRB1,Verifi,PASSED,13539,No second peak,1.1983,No second peak
579,364,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
589,367,DRB1,Verifi,PASSED,17760,12161,0.8302,17.3559
352,380,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1549,393,DRB1,Verifi,PASSED,12161,No second peak,17.3559,No second peak
2053,395,DRB1,Verifi,PASSED,11924,15231,26.4464,11.2469
1310,396,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2144,397,DRB1,Verifi,PASSED,14462,18462,22.1681,14.8447
1627,400,DRB1,Verifi,PASSED,11361,15840,24.0861,8.0315
2169,402,DRB1,Verifi,PASSED,13601,18400,31.1818,6.8597
1917,404,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2509,407,DRB1,Verifi,PASSED,12847,15000,9.5664,13.9444
2117,408,DRB1,Verifi,PASSED,13847,No second peak,42.5292,No second peak
4527,410,DRB1,Verifi,PASSED,13155,15847,8.1672,4.2368
351,412,DRB1,Verifi,PASSED,13921,17040,22.2544,4.549
1489,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2524,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1962,422,DRB1,Verifi,PASSED,12770,16693,1.2192,16.5457
349,429,DRB1,Verifi,PASSED,13521,No second peak,27.837,No second peak
1871,431,DRB1,Verifi,PASSED,14001,No second peak,18.6356,No second peak
948,433,DRB1,Verifi,PASSED,12481,14641,7.587,13.338
2241,437,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2477,441,DRB1,Verifi,PASSED,14308,No second peak,29.0209,No second peak
1716,444,DRB1,Verifi,PASSED,11539,16385,37.7069,9.4916
337,446,DRB1,Verifi,PASSED,12924,16462,0.3998,11.8716
2441,449,DRB1,Verifi,PASSED,13001,15000,5.8897,14.9628
2068,4,DRB1,Verifi,PASSED,13441,18000,29.3598,6.8741
3883,14,DRB1,Verifi,PASSED,14001,No second peak,25.8663,No second peak
838,18,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2189,21,DRB1,Verifi,PASSED,9524,14081,0.6107,20.664
2101,23,DRB1,Verifi,PASSED,12616,16462,0.9796,16.2078
1559,29,DRB1,Verifi,PASSED,13155,15385,5.8891,10.188
412,32,DRB1,Verifi,PASSED,12924,No second peak,13.7099,No second peak
442,39,DRB1,Verifi,PASSED,12385,16923,14.2914,3.4565
1483,44,DRB1,Verifi,PASSED,14847,No second peak,21.9127,No second peak
4177,54,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1890,55,DRB1,Verifi,PASSED,12081,14241,7.6171,12.6411
1454,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2051,66,DRB1,Verifi,PASSED,12321,14481,6.8867,11.6309
2087,71,DRB1,Verifi,PASSED,16846,No second peak,8.8087,No second peak
382,82,DRB1,Verifi,PASSED,14770,No second peak,35.0686,No second peak
1982,85,DRB1,Verifi,PASSED,11924,16231,22.3805,9.4713
1462,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1510,90,DRB1,Verifi,PASSED,12150,16364,0.9845,13.7656
1978,91,DRB1,Verifi,PASSED,14877,No second peak,12.4815,No second peak
1471,103,DRB1,Verifi,PASSED,13059,No second peak,1.7675,No second peak
3862,107,DRB1,Verifi,PASSED,15000,No second peak,6.992,No second peak
3896,112,DRB1,Verifi,PASSED,13388,No second peak,0.2015,No second peak
0,113,DRB1,,FAILED,FAILED,FAILED,FAILED,FAILED
0,120,DRB1,,FAILED,FAILED,FAILED,FAILED,FAILED
4329,4,DRB1,GoTaq,PASSED,15786,No second peak,3.6923,No second peak
4689,14,DRB1,GoTaq,PASSED,16033,No second peak,1.4777,No second peak
1472,18,DRB1,GoTaq,PASSED,12728,No second peak,0.6261,No second peak
3855,21,DRB1,GoTaq,PASSED,12563,No second peak,2.0308,No second peak
1922,23,DRB1,GoTaq,PASSED,12563,16116,3.6415,1.8656
5826,29,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4826,32,DRB1,GoTaq,PASSED,12150,16364,3.0334,0.832
5825,39,DRB1,GoTaq,PASSED,15372,No second peak,0.9086,No second peak
780,44,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3743,54,DRB1,GoTaq,PASSED,11075,16033,27.1376,3.9853
3981,55,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1325,60,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3490,66,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5137,71,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1985,82,DRB1,GoTaq,PASSED,16116,No second peak,1.6141,No second peak
699,85,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1588,88,DRB1,GoTaq,PASSED,11736,16199,10.8808,3.4277
1329,90,DRB1,GoTaq,PASSED,9115,14877,0.1874,10.5711
1291,91,DRB1,GoTaq,PASSED,12150,No second peak,2.6148,No second peak
2090,103,DRB1,GoTaq,PASSED,12728,No second peak,3.3482,No second peak
579,107,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
589,112,DRB1,GoTaq,PASSED,1150,No second peak,4.568,No second peak
352,113,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1549,120,DRB1,GoTaq,PASSED,12976,17356,1.4481,1.1879
5626,125,DRB1,GoTaq,PASSED,11323,15455,8.0928,1.6742
2040,129,DRB1,GoTaq,PASSED,11654,16033,9.5457,5.6461
2053,143,DRB1,GoTaq,PASSED,11984,15042,3.668,1.927
1310,148,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2144,149,DRB1,GoTaq,PASSED,14877,No second peak,3.3295,No second peak
1627,172,DRB1,GoTaq,PASSED,12067,No second peak,2.038,No second peak
2169,175,DRB1,GoTaq,PASSED,15538,No second peak,0.8863,No second peak
1917,185,DRB1,GoTaq,PASSED,12893,15372,1.0022,1.3202
2509,187,DRB1,GoTaq,PASSED,12480,No second peak,1.4312,No second peak
2117,188,DRB1,GoTaq,PASSED,15290,No second peak,0.8349,No second peak
4527,201,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
351,209,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1820,214,DRB1,GoTaq,PASSED,12232,15124,1.882,1.144
1489,218,DRB1,GoTaq,PASSED,15372,No second peak,1.1038,No second peak
2524,233,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1533,245,DRB1,GoTaq,PASSED,12563,16777,2.2678,0.4557
1962,249,DRB1,GoTaq,PASSED,16777,No second peak,2.3673,No second peak
2070,252,DRB1,GoTaq,PASSED,11323,15703,10.7715,3.6009
349,259,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
441,264,DRB1,GoTaq,PASSED,11819,16364,6.9206,3.199
1871,307,DRB1,GoTaq,PASSED,15951,No second peak,1.6822,No second peak
948,313,DRB1,GoTaq,PASSED,12728,No second peak,1.399,No second peak
1301,349,DRB1,GoTaq,PASSED,11819,16116,6.3493,1.5872
1543,364,DRB1,GoTaq,PASSED,11488,16033,9.2118,4.442
2241,367,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2477,380,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1716,393,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
337,395,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2441,396,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2068,397,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3883,400,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
838,402,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1474,404,DRB1,GoTaq,PASSED,11241,No second peak,4.6807,No second peak
2189,407,DRB1,GoTaq,PASSED,15868,No second peak,2.6834,No second peak
2101,408,DRB1,GoTaq,PASSED,16612,No second peak,1.6095,No second peak
1559,410,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
385,412,DRB1,GoTaq,PASSED,11654,15786,6.7615,4.1142
412,413,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
442,416,DRB1,GoTaq,PASSED,11654,15786,2.3435,1.1095
1483,422,DRB1,GoTaq,PASSED,14959,No second peak,1.9623,No second peak
4177,429,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1890,431,DRB1,GoTaq,PASSED,12728,No second peak,2.3116,No second peak
1454,433,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2051,437,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2087,441,DRB1,GoTaq,PASSED,16529,No second peak,1.0263,No second peak
382,444,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1982,446,DRB1,GoTaq,PASSED,12067,15207,3.1491,1.3977
1867,449,DRB1,GoTaq,PASSED,10827,16199,15.6624,3.7371
1462,125,DRB1,GoTaq,PASSED,14959,16860,1.1988,1.7175
1510,129,DRB1,GoTaq,PASSED,16612,No second peak,2.9292,No second peak
1978,143,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1330,148,DRB1,GoTaq,PASSED,14959,No second peak,12.7099,No second peak
1675,149,DRB1,GoTaq,PASSED,11819,16199,4.0951,1.2566
1471,172,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2031,175,DRB1,GoTaq,PASSED,11984,No second peak,6.5538,No second peak
3862,185,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3896,187,DRB1,GoTaq,PASSED,12893,15538,2.1668,1.856
2120,188,DRB1,GoTaq,PASSED,12480,16033,2.3292,1.2858
4585,201,DRB1,GoTaq,PASSED,12397,No second peak,1.0331,No second peak
4612,209,DRB1,GoTaq,PASSED,12150,16447,7.0489,3.4569
3738,214,DRB1,GoTaq,PASSED,12150,16447,4.1691,1.8871
3907,218,DRB1,GoTaq,PASSED,12645,No second peak,1.9308,No second peak
6034,233,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
710,245,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2120,4,DRB1,Verifi,PASSED,12016,No second peak,18.4069,No second peak
4585,14,DRB1,Verifi,PASSED,13024,15349,7.2082,7.8806
4612,18,DRB1,Verifi,PASSED,11861,16357,23.6675,6.5155
3738,21,DRB1,Verifi,PASSED,11861,No second peak,17.2032,No second peak
3907,23,DRB1,Verifi,PASSED,12714,15349,5.2648,4.2754
6034,29,DRB1,Verifi,PASSED,14419,No second peak,12.7988,No second peak
710,32,DRB1,Verifi,PASSED,14884,No second peak,7.7157,No second peak
3904,39,DRB1,34,FAILED,FAILED,8.6699,12636,
4046,44,DRB1,34,FAILED,FAILED,1.9513,16977,
724,54,DRB1,Verifi,PASSED,12791,17907,43.9151,8.811
5322,55,DRB1,Verifi,PASSED,13412,16977,25.0415,4.3731
3775,60,DRB1,Verifi,FAILED,Failed,FAILED,FAILED,FAILED
5224,66,DRB1,Verifi,FAILED,Failed,FAILED,FAILED,FAILED
5614,71,DRB1,Verifi,PASSED,12559,No second peak,8.5093,No second peak
3495,82,DRB1,Verifi,PASSED,12094,No second peak,18.0943,No second peak
2965,85,DRB1,Verifi,PASSED,15117,No second peak,10.7267,No second peak
3908,88,DRB1,Verifi,FAILED,Failed,FAILED,FAILED,FAILED
2454,90,DRB1,Verifi,PASSED,14652,18682,11.4806,4.0314
1364,91,DRB1,Verifi,PASSED,13412,No second peak,0.4698,No second peak
952,103,DRB1,Verifi,FAILED,Failed,FAILED,FAILED,FAILED
2710,107,DRB1,Verifi,PASSED,12016,16589,12.815,4.4028
1380,112,DRB1,Verifi,PASSED,15892,No second peak,0.8275,No second peak
970,113,DRB1,Verifi,PASSED,13489,No second peak,0.5098,No second peak
3403,120,DRB1,Verifi,PASSED,14345,No second peak,14.4472,No second peak
2993,125,DRB1,Verifi,PASSED,12559,16977,10.0606,1.8121
994,129,DRB1,Verifi,FAILED,FAILED (nothingin tube),FAILED,FAILED,FAILED
3822,143,DRB1,Verifi,PASSED,12326,14807,11.5104,10.5122
3794,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3660,149,DRB1,Verifi,PASSED,14419,17752,12.5781,1.2123
3419,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1438,175,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
980,185,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4057,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3323,188,DRB1,Verifi,PASSED,12791,16977,6.8915,2.0116
4270,201,DRB1,Verifi,PASSED,15892,No second peak,14.3788,No second peak
3865,209,DRB1,Verifi,PASSED,15427,16900,2.9856,4.2921
2440,214,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1312,218,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4105,233,DRB1,Verifi,PASSED,16124,No second peak,0.2567,No second peak
5105,245,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5098,249,DRB1,Verifi,PASSED,15117,No second peak,5.7562,No second peak
5102,4,DRB1,Verifi,PASSED,11406,16529,38.5315,4.3024
497,14,DRB1,Verifi,PASSED,12563,14877,8.0679,14.0735
2370,18,DRB1,Verifi,PASSED,11819,17521,32.1683,3.9181
1832,21,DRB1,Verifi,PASSED,9661,13968,0.5875,33.4728
4500,23,DRB1,Verifi,PASSED,13740,18049,24.796,9.0239
724,29,DRB1,Verifi,PASSED,15204,No second peak,4.0747,No second peak
900,32,DRB1,Verifi,PASSED,12115,16261,18.8172,6.3541
964,39,DRB1,Verifi,PASSED,14066,17073,14.5569,2.0753
4592,44,DRB1,Verifi,PASSED,15951,No second peak,12.2736,No second peak
3634,54,DRB1,Verifi,PASSED,11488,15207,32.416,9.6891
4846,55,DRB1,Verifi,PASSED,11323,16860,35.1765,1.6294
5322,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4446,66,DRB1,Verifi,PASSED,11952,15366,6.6286,1.0812
3499,71,DRB1,Verifi,PASSED,11383,16017,17.8484,2.8138
367,82,DRB1,Verifi,PASSED,13740,18618,19.6574,0.8039
4803,85,DRB1,Verifi,PASSED,14797,No second peak,7.9978,No second peak
3775,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5224,90,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5614,91,DRB1,Verifi,PASSED,12645,No second peak,7.4691,No second peak
6018,103,DRB1,Verifi,PASSED,12150,14463,15.4845,22.656
3369,107,DRB1,Verifi,PASSED,10651,14228,35.2084,12.8069
1220,112,DRB1,Verifi,PASSED,11789,13984,13.2357,21.9822
4904,113,DRB1,Verifi,PASSED,10651,14147,29.9306,11.2204
5228,120,DRB1,Verifi,PASSED,12846,No second peak,51.2494,No second peak
3990,125,DRB1,Verifi,PASSED,11819,15290,31.3454,8.5855
5674,129,DRB1,Verifi,PASSED,14546,No second peak,21.9023,No second peak
6022,143,DRB1,Verifi,PASSED,11819,16860,31.848,9.0695
3495,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2995,149,DRB1,Verifi,PASSED,15041,No second peak,15.6053,No second peak
2965,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3798,175,DRB1,Verifi,PASSED,11464,14960,24.6143,7.5261
3895,185,DRB1,Verifi,PASSED,11708,14066,10.7979,15.7683
3908,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3488,188,DRB1,Verifi,PASSED,11819,No second peak,50.958,No second peak
3628,201,DRB1,Verifi,PASSED,15455,No second peak,24.1621,No second peak
2454,209,DRB1,Verifi,PASSED,16033,19669,2.5578,4.0549
4514,214,DRB1,Verifi,PASSED,13415,18374,29.6517,3.9797
958,218,DRB1,Verifi,PASSED,10977,15935,45.8114,12.2215
4162,233,DRB1,Verifi,PASSED,11383,14879,16.6708,4.3522
3793,245,DRB1,Verifi,PASSED,13903,No second peak,21.1143,No second peak
3914,249,DRB1,Verifi,PASSED,17356,No second peak,8.1879,No second peak
1778,252,DRB1,Verifi,PASSED,11984,No second peak,35.1296,No second peak
1364,259,DRB1,Verifi,PASSED,13224,No second peak,1.2192,No second peak
952,264,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2710,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1380,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
988,349,DRB1,Verifi,PASSED,13090,No second peak,35.2729,No second peak
1280,364,DRB1,Verifi,PASSED,12358,No second peak,7.4972,No second peak
970,367,DRB1,Verifi,PASSED,13554,16116,0.5405,1.024
1620,380,DRB1,Verifi,PASSED,15207,18099,8.8206,1.3256
1676,393,DRB1,Verifi,PASSED,12067,16695,18.2834,5.5963
2211,395,DRB1,Verifi,PASSED,12893,17108,7.0454,1.9268
3578,396,DRB1,Verifi,PASSED,12196,No second peak,10.6279,No second peak
3442,397,DRB1,Verifi,PASSED,15773,No second peak,6.7818,No second peak
882,400,DRB1,Verifi,PASSED,11708,14228,12.4847,14.1968
1408,402,DRB1,Verifi,PASSED,14472,No second peak,10.1943,No second peak
3403,404,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3881,407,DRB1,Verifi,PASSED,12563,18017,14.4074,1.1609
2993,408,DRB1,Verifi,PASSED,13472,17438,1.4167,0.4732
994,410,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3408,412,DRB1,Verifi,PASSED,15691,No second peak,9.0178,No second peak
3822,413,DRB1,Verifi,PASSED,12765,15204,1.2291,1.9065
3794,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3660,422,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3873,429,DRB1,Verifi,PASSED,12150,16612,9.3189,1.859
3419,431,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1438,433,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
822,437,DRB1,Verifi,PASSED,11819,15290,22.7024,7.643
5121,441,DRB1,Verifi,PASSED,12196,No second peak,5.4696,No second peak
3337,444,DRB1,Verifi,PASSED,11139,16261,11.6526,0.9328
3012,446,DRB1,Verifi,PASSED,16179,No second peak,5.6087,No second peak
834,449,DRB1,Verifi,PASSED,11220,14879,24.6526,7.0628
980,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
881,90,DRB1,Verifi,PASSED,12728,15042,6.3295,8.2334
824,91,DRB1,Verifi,PASSED,12563,14794,4.886,7.462
4057,103,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3378,107,DRB1,Verifi,PASSED,13659,No second peak,18.6055,No second peak
2076,112,DRB1,Verifi,PASSED,13659,17073,18.3538,2.1364
3323,113,DRB1,Verifi,PASSED,12521,16667,1.5669,0.3065
931,120,DRB1,Verifi,PASSED,13822,19024,16.9083,0.7261
5277,125,DRB1,Verifi,PASSED,12315,16612,8.4789,2.0442
3160,129,DRB1,Verifi,PASSED,15124,No second peak,8.1156,No second peak
3497,143,DRB1,Verifi,PASSED,12645,15207,6.3739,5.456
4270,148,DRB1,Verifi,PASSED,17273,No second peak,0.1137,No second peak
932,149,DRB1,Verifi,PASSED,13334,No second peak,20.7851,No second peak
3865,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2440,175,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2691,185,DRB1,Verifi,PASSED,11058,No second peak,28.6189,No second peak
3431,4,DRB1,Verifi,PASSED,12084,17000,13.2038,1.0174
2011,14,DRB1,Verifi,PASSED,14417,No second peak,18.9023,No second peak
4809,18,DRB1,Verifi,PASSED,16667,No second peak,4.3063,No second peak
1469,21,DRB1,Verifi,PASSED,13334,15917,1.7637,1.52
575,23,DRB1,Verifi,PASSED,12259,No second peak,4.9517,No second peak
3757,29,DRB1,Verifi,PASSED,11533,No second peak,17.9375,No second peak
5338,32,DRB1,Verifi,PASSED,11211,16694,24.3419,0.9172
1040,39,DRB1,Verifi,PASSED,15162,No second peak,3.8089,No second peak
713,44,DRB1,Verifi,PASSED,12751,15250,4.7301,5.3954
4839,54,DRB1,Verifi,PASSED,14751,No second peak,17.8651,No second peak
1401,55,DRB1,Verifi,PASSED,12751,No second peak,4.6007,No second peak
4986,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1977,66,DRB1,Verifi,PASSED,13872,No second peak,20.5288,No second peak
5238,71,DRB1,Verifi,PASSED,14194,No second peak,17.8422,No second peak
771,82,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
763,85,DRB1,Verifi,PASSED,16371,No second peak,3.0306,No second peak
4815,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4930,90,DRB1,Verifi,PASSED,15500,No second peak,17.0561,No second peak
5061,91,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2187,103,DRB1,Verifi,PASSED,15000,17917,10.3306,1.5721
5091,107,DRB1,Verifi,PASSED,10969,14597,23.3734,7.4432
4093,112,DRB1,Verifi,PASSED,11775,17903,17.7034,0.3639
1013,113,DRB1,Verifi,PASSED,16049,No second peak,4.2373,No second peak
1251,120,DRB1,Verifi,PASSED,12904,No second peak,2.7552,No second peak
3718,125,DRB1,Verifi,PASSED,12334,14667,11.4617,15.2692
815,129,DRB1,Verifi,PASSED,13001,15500,3.6842,4.8072
296,143,DRB1,Verifi,PASSED,11584,15000,18.8894,7.0075
1947,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5306,149,DRB1,Verifi,PASSED,11856,15081,13.0886,4.5766
513,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
939,175,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2112,185,DRB1,Verifi,PASSED,12339,No second peak,9.4993,No second peak
5223,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
951,188,DRB1,Verifi,PASSED,13167,17084,3.5041,1.6294
1003,201,DRB1,Verifi,PASSED,14251,17417,19.4901,3.7788
5100,209,DRB1,Verifi,PASSED,12167,17000,11.0959,1.1349
4747,214,DRB1,Verifi,PASSED,12339,16533,7.4563,1.9153
4825,218,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1347,233,DRB1,Verifi,PASSED,14194,18871,14.3168,0.7893
642,245,DRB1,Verifi,PASSED,15726,No second peak,5.1202,No second peak
2015,249,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4885,252,DRB1,Verifi,PASSED,12751,17917,5.9721,0.8657
3771,259,DRB1,Verifi,PASSED,15000,No second peak,9.6486,No second peak
1033,264,DRB1,Verifi,PASSED,12917,18000,2.7757,0.384
772,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
899,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4845,349,DRB1,Verifi,PASSED,12178,No second peak,5.3663,No second peak
509,364,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
434,367,DRB1,Verifi,PASSED,12167,14501,11.1188,15.4464
1057,380,DRB1,Verifi,PASSED,12584,18417,8.3079,0.3361
4894,393,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1269,395,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
682,396,DRB1,Verifi,PASSED,15323,No second peak,3.399,No second peak
5114,397,DRB1,Verifi,PASSED,11291,16452,26.4611,0.6854
3737,400,DRB1,Verifi,PASSED,11452,No second peak,21.1994,No second peak
3778,402,DRB1,Verifi,PASSED,13710,No second peak,22.3924,No second peak
1021,404,DRB1,Verifi,PASSED,15334,No second peak,4.4759,No second peak
5201,407,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5106,408,DRB1,Verifi,PASSED,12917,16084,3.8506,1.2234
4879,410,DRB1,Verifi,PASSED,12667,15917,3.8942,1.2693
1679,412,DRB1,Verifi,PASSED,11211,17420,25.9425,0.9043
407,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3656,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5247,422,DRB1,Verifi,PASSED,11775,16694,13.0559,0.1933
797,429,DRB1,Verifi,PASSED,15250,18084,3.0885,0.6159
321,431,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4912,433,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1303,437,DRB1,Verifi,PASSED,16667,No second peak,5.1218,No second peak
3934,441,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3730,444,DRB1,Verifi,PASSED,12420,16533,5.6089,0.3206
2155,446,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
386,449,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1596,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2212,188,DRB1,Verifi,PASSED,11917,16417,25.4524,4.8108
1986,201,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1926,209,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1387,214,DRB1,Verifi,PASSED,10324,No second peak,46.8048,No second peak
3319,218,DRB1,Verifi,PASSED,11694,16210,24.1667,4.8034
2190,233,DRB1,Verifi,PASSED,13952,No second peak,22.6131,No second peak
3274,245,DRB1,Verifi,PASSED,14194,No second peak,16.3719,No second peak
1791,249,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1295,252,DRB1,Verifi,PASSED,13417,17417,0.7696,0.3913
3281,259,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2491,264,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3874,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2057,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2757,349,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1270,364,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4809,4,DRB1,Verifi,PASSED,16116,No second peak,7.3965,No second peak
