sample_ID,ampset_name,barcode,gene,polymerase,pass_fail,size_or_fail_peak1,size_or_fail_peak2,conc_or_fail_peak1,conc_or_fail_peak2
1606,JL07_AMPA,408,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4025,JL07_AMPA,410,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4078,JL07_AMPA,412,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4182,JL07_AMPA,413,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3697,JL07_AMPA,416,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4259,JL07_AMPA,422,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4199,JL07_AMPA,429,DRB1,GoTaq,PASSED,11429,13950,17.571300000000001,14.091200000000001
4312,JL07_AMPA,431,DRB1,GoTaq,PASSED,11513,15967,23.742699999999999,12.383100000000001
4011,JL07_AMPA,433,DRB1,GoTaq,PASSED,14202,No second peak,10.8856,No second peak
1534,JL07_AMPA,437,DRB1,GoTaq,PASSED,10925,16051,34.731499999999997,8.4008000000000003
1587,JL07_AMPA,441,DRB1,GoTaq,PASSED,10337,15295,44.627099999999999,14.590999999999999
4307,JL07_AMPA,444,DRB1,GoTaq,PASSED,11261,15211,27.1631,6.6802999999999999
4404,JL07_AMPA,446,DRB1,GoTaq,PASSED,10841,16219,44.570500000000003,7.8236999999999997
3984,JL07_AMPA,449,DRB1,GoTaq,PASSED,13446,No second peak,25.019300000000001,No second peak
4386,JL07_AMPA,187,DRB1,GoTaq,PASSED,10493,15328,44.362000000000002,21.503399999999999
4023,JL07_AMPA,188,DRB1,GoTaq,PASSED,14755,No second peak,6.2664,No second peak
1956,JL07_AMPA,201,DRB1,GoTaq,PASSED,11804,14755,.80179999999999996,27.403099999999998
1802,JL07_AMPA,209,DRB1,GoTaq,PASSED,11476,13443,.81879999999999997,40.931899999999999
4316,JL07_AMPA,214,DRB1,GoTaq,PASSED,10493,15574,49.064399999999999,18.760300000000001
4292,JL07_AMPA,218,DRB1,GoTaq,PASSED,10575,14591,.18509999999999999,16.946999999999999
4320,JL07_AMPA,233,DRB1,GoTaq,PASSED,1698,No second peak,6.1345000000000001,No second peak
4387,JL07_AMPA,245,DRB1,GoTaq,PASSED,14591,No second peak,11.716699999999999,No second peak
4419,JL07_AMPA,249,DRB1,GoTaq,PASSED,15883,No second peak,11.2379,No second peak
1595,JL07_AMPA,252,DRB1,GoTaq,PASSED,11850,16303,11.018700000000001,3.8424
4288,JL07_AMPA,259,DRB1,GoTaq,PASSED,14370,16051,7.3430999999999997,12.3947
1934,JL07_AMPA,264,DRB1,GoTaq,PASSED,13950,No second peak,37.471400000000003,No second peak
4291,JL07_AMPA,307,DRB1,GoTaq,PASSED,14706,No second peak,18.110499999999998,No second peak
4081,JL07_AMPA,313,DRB1,GoTaq,PASSED,12354,15967,6.1260000000000003,3.2490999999999999
1919,JL07_AMPA,349,DRB1,GoTaq,PASSED,10411,14017,43.379899999999999,17.4297
1868,JL07_AMPA,364,DRB1,GoTaq,PASSED,10411,15000,38.826000000000001,22.493600000000001
4249,JL08_AMPA,4,DRB1,GoTaq,PASSED,12783,16522,9.1522000000000006,12.813499999999999
1585,JL08_AMPA,14,DRB1,GoTaq,PASSED,11914,14870,.6361,22.122299999999999
4269,JL08_AMPA,18,DRB1,GoTaq,PASSED,13914,No second peak,30.390499999999999,No second peak
75,JL08_AMPA,21,DRB1,GoTaq,PASSED,12609,17131,.49009999999999998,3.6549
3105,JL08_AMPA,23,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4580,JL08_AMPA,29,DRB1,GoTaq,PASSED,12262,15566,12.733000000000001,2.8605
3961,JL08_AMPA,32,DRB1,GoTaq,PASSED,11914,16870,16.991900000000001,2.8062
1955,JL08_AMPA,39,DRB1,GoTaq,PASSED,12436,No second peak,.41289999999999999,No second peak
3959,JL08_AMPA,44,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4445,JL08_AMPA,54,DRB1,GoTaq,PASSED,11131,15131,35.3977,9.9747000000000003
4256,JL08_AMPA,55,DRB1,GoTaq,PASSED,11740,15392,23.4909,6.7061999999999999
3960,JL08_AMPA,60,DRB1,GoTaq,PASSED,9136,15218,1.1415,3.6581999999999999
2865,JL08_AMPA,66,DRB1,GoTaq,PASSED,11740,No second peak,24.532900000000001,No second peak
4398,JL08_AMPA,71,DRB1,GoTaq,PASSED,11566,16261,24.211500000000001,7.3619000000000003
3941,JL08_AMPA,82,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2405,JL08_AMPA,85,DRB1,GoTaq,PASSED,12088,15305,15.0755,13.3117
393,JL08_AMPA,88,DRB1,GoTaq,PASSED,14261,16435,.1968,3.3464
3918,JL08_AMPA,90,DRB1,GoTaq,PASSED,14870,No second peak,15.9031,No second peak
3983,JL08_AMPA,91,DRB1,GoTaq,PASSED,15305,No second peak,4.3381999999999996,No second peak
1619,JL08_AMPA,103,DRB1,GoTaq,PASSED,13827,15218,9.2675999999999998,23.688400000000001
3903,JL08_AMPA,107,DRB1,GoTaq,PASSED,11740,11740,20.171399999999998,20.171399999999998
3943,JL08_AMPA,112,DRB1,GoTaq,PASSED,11914,14261,11.7437,13.428000000000001
3889,JL08_AMPA,113,DRB1,GoTaq,PASSED,12262,15566,.56889999999999996,17.8537
1664,JL08_AMPA,120,DRB1,GoTaq,PASSED,11740,14870,15.6294,8.4847000000000001
3995,JL08_AMPA,125,DRB1,GoTaq,PASSED,10957,15827,28.303100000000001,11.3619
425,JL08_AMPA,129,DRB1,GoTaq,PASSED,13740,15827,.22770000000000001,7.2832999999999997
4060,JL08_AMPA,143,DRB1,GoTaq,PASSED,14348,No second peak,13.113099999999999,No second peak
4811,JL08_AMPA,148,DRB1,GoTaq,PASSED,9390,16000,.32619999999999999,3.6591
4121,JL08_AMPA,149,DRB1,GoTaq,PASSED,11392,16348,25.5596,4.0810000000000004
648,JL08_AMPA,172,DRB1,GoTaq,PASSED,11914,14957,1.0448999999999999,25.198399999999999
3733,JL08_AMPA,175,DRB1,GoTaq,PASSED,14870,No second peak,24.029800000000002,No second peak
749,JL08_AMPA,185,DRB1,GoTaq,PASSED,11914,14348,.32019999999999998,14.4442
3986,JL08_AMPA,187,DRB1,GoTaq,PASSED,11241,14463,24.1631,21.436599999999999
3890,JL08_AMPA,188,DRB1,GoTaq,PASSED,16695,No second peak,2.9397000000000002,No second peak
3752,JL08_AMPA,201,DRB1,GoTaq,PASSED,13637,No second peak,31.904499999999999,No second peak
4378,JL08_AMPA,209,DRB1,GoTaq,PASSED,13554,No second peak,34.068800000000003,No second peak
4519,JL08_AMPA,214,DRB1,GoTaq,PASSED,10745,15207,19.684899999999999,7.7724000000000002
4128,JL08_AMPA,218,DRB1,GoTaq,PASSED,10993,15620,19.888300000000001,9.8603000000000005
3944,JL08_AMPA,233,DRB1,GoTaq,PASSED,12067,15124,1.8607,2.4203999999999999
3542,JL08_AMPA,245,DRB1,GoTaq,PASSED,15786,No second peak,3.0819999999999999,No second peak
3821,JL08_AMPA,249,DRB1,GoTaq,PASSED,12232,15455,8.7200000000000006,2.2461000000000002
3998,JL08_AMPA,252,DRB1,GoTaq,PASSED,13389,No second peak,25.006399999999999,No second peak
4026,JL08_AMPA,259,DRB1,GoTaq,PASSED,15372,No second peak,21.553899999999999,No second peak
4024,JL08_AMPA,264,DRB1,GoTaq,PASSED,10910,13472,.35399999999999998,25.868500000000001
4397,JL08_AMPA,307,DRB1,GoTaq,PASSED,11488,15868,12.3939,4.7648999999999999
4365,JL08_AMPA,313,DRB1,GoTaq,PASSED,15703,No second peak,8.4404000000000003,No second peak
4389,JL08_AMPA,349,DRB1,GoTaq,PASSED,11158,13802,19.3337,16.8658
3857,JL08_AMPA,364,DRB1,GoTaq,PASSED,11571,14959,15.806800000000001,11.089
3238,JL08_AMPA,367,DRB1,GoTaq,PASSED,10084,13968,38.393599999999999,21.799700000000001
3997,JL08_AMPA,380,DRB1,GoTaq,PASSED,14133,No second peak,14.94,No second peak
3379,JL08_AMPA,393,DRB1,GoTaq,PASSED,12480,16612,4.4371,1.9992000000000001
3540,JL08_AMPA,395,DRB1,GoTaq,PASSED,15620,17025,.24840000000000001,2.0750000000000002
3461,JL08_AMPA,396,DRB1,GoTaq,PASSED,14133,No second peak,13.066700000000001,No second peak
3595,JL08_AMPA,397,DRB1,GoTaq,PASSED,11654,15042,15.963800000000001,11.8713
3198,JL08_AMPA,400,DRB1,GoTaq,PASSED,12480,16942,4.5892999999999997,.7319
3528,JL08_AMPA,402,DRB1,GoTaq,PASSED,13059,18430,32.851399999999998,6.4612999999999996
5610,JL08_AMPA,404,DRB1,GoTaq,PASSED,11902,16116,2.4725999999999999,.54879999999999995
3227,JL08_AMPA,407,DRB1,GoTaq,PASSED,10993,14215,15.055899999999999,8.0296000000000003
3441,JL08_AMPA,408,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3608,JL08_AMPA,410,DRB1,GoTaq,PASSED,14959,No second peak,1.609,No second peak
3633,JL08_AMPA,412,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3213,JL08_AMPA,413,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3237,JL08_AMPA,416,DRB1,GoTaq,PASSED,11902,16199,3.4371,.61229999999999996
3370,JL08_AMPA,422,DRB1,GoTaq,PASSED,10497,15290,20.257400000000001,6.4706000000000001
3549,JL08_AMPA,429,DRB1,GoTaq,PASSED,15392,No second peak,7.0944000000000003,No second peak
3685,JL08_AMPA,431,DRB1,GoTaq,PASSED,11914,16261,10.632,2.6320999999999999
4517,JL08_AMPA,433,DRB1,GoTaq,PASSED,11740,16696,12.4694,3.4009
3407,JL08_AMPA,437,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3191,JL08_AMPA,441,DRB1,GoTaq,PASSED,"15392	",No second peak,2.5619999999999998,No second peak
3232,JL08_AMPA,444,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3496,JL08_AMPA,446,DRB1,GoTaq,PASSED,11305,16609,31.494700000000002,5.0868000000000002
4833,JL08_AMPA,449,DRB1,GoTaq,PASSED,11827,14957,9.6844999999999999,4.2962999999999996
4478,JL08_AMPA,367,DRB1,GoTaq,PASSED,11406,15703,6.8836000000000004,1.5196000000000001
4372,JL08_AMPA,380,DRB1,GoTaq,PASSED,11158,15786,20.1295,5.1657999999999999
3553,JL08_AMPA,393,DRB1,GoTaq,PASSED,11406,15786,6.8859000000000004,2.41
4788,JL08_AMPA,395,DRB1,GoTaq,PASSED,12480,No second peak,2.9005999999999998,No second peak
4547,JL08_AMPA,396,DRB1,GoTaq,PASSED,11984,No second peak,3.0743999999999998,No second peak
3506,JL08_AMPA,397,DRB1,GoTaq,PASSED,12397,No second peak,5.6159999999999997,No second peak
3214,JL08_AMPA,400,DRB1,GoTaq,PASSED,15207,No second peak,2.0634000000000001,No second peak
2341,JL08_AMPA,402,DRB1,GoTaq,PASSED,12397,No second peak,1.9852000000000001,No second peak
3487,JL08_AMPA,404,DRB1,GoTaq,PASSED,1140,12262,6.0429000000000004,7.5137999999999998
3439,JL08_AMPA,407,DRB1,GoTaq,PASSED,11131,15566,11.6226,1.8785000000000001
3849,JL08_AMPA,408,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3514,JL08_AMPA,410,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4577,JL08_AMPA,412,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4225,JL08_AMPA,413,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4226,JL08_AMPA,416,DRB1,GoTaq,PASSED,14050,16033,7.2206000000000001,6.8605999999999998
2733,JL08_AMPA,422,DRB1,GoTaq,PASSED,12893,No second peak,.58440000000000003,No second peak
75,JL07_JL08_secondattempt,4,DRB1,Verifi,PASSED,17377,No second peak,2.1030000000000002,No second peak
3105,JL07_JL08_secondattempt,14,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1955,JL07_JL08_secondattempt,18,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3959,JL07_JL08_secondattempt,21,DRB1,Verifi,PASSED,13525,No second peak,36.7136,No second peak
3941,JL07_JL08_secondattempt,23,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
393,JL07_JL08_secondattempt,29,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3983,JL07_JL08_secondattempt,32,DRB1,Verifi,PASSED,14673,No second peak,13.62,No second peak
4811,JL07_JL08_secondattempt,39,DRB1,Verifi,PASSED,10903,No second peak,19.694500000000001,No second peak
3986,JL07_JL08_secondattempt,44,DRB1,Verifi,PASSED,11476,16230,31.397300000000001,3.4083000000000001
3890,JL07_JL08_secondattempt,54,DRB1,Verifi,PASSED,11230,17705,.37980000000000003,.23710000000000001
3752,JL07_JL08_secondattempt,55,DRB1,Verifi,PASSED,16640,No second peak,2.6783999999999999,No second peak
4378,JL07_JL08_secondattempt,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4519,JL07_JL08_secondattempt,66,DRB1,Verifi,PASSED,12296,No second peak,13.3323,No second peak
4128,JL07_JL08_secondattempt,71,DRB1,Verifi,PASSED,11476,15820,22.2973,8.0729000000000006
3944,JL07_JL08_secondattempt,82,DRB1,Verifi,PASSED,12706,15328,5.9878999999999998,4.0846999999999998
3542,JL07_JL08_secondattempt,85,DRB1,Verifi,PASSED,14837,No second peak,8.7339000000000002,No second peak
3540,JL07_JL08_secondattempt,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5610,JL07_JL08_secondattempt,90,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3441,JL07_JL08_secondattempt,91,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3608,JL07_JL08_secondattempt,103,DRB1,Verifi,PASSED,15000,No second peak,6.7697000000000003,No second peak
3633,JL07_JL08_secondattempt,107,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3213,JL07_JL08_secondattempt,112,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3237,JL07_JL08_secondattempt,113,DRB1,Verifi,PASSED,11066,16476,37.490299999999998,1.5915999999999999
3407,JL07_JL08_secondattempt,120,DRB1,Verifi,PASSED,16968,No second peak,.9778,No second peak
3191,JL07_JL08_secondattempt,125,DRB1,Verifi,PASSED,14099,No second peak,25.9697,No second peak
3232,JL07_JL08_secondattempt,129,DRB1,Verifi,PASSED,11558,15082,17.254999999999999,2.9668999999999999
3506,JL07_JL08_secondattempt,143,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2341,JL07_JL08_secondattempt,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3849,JL07_JL08_secondattempt,149,DRB1,Verifi,PASSED,11230,16312,33.545200000000001,.95589999999999997
3514,JL07_JL08_secondattempt,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4577,JL07_JL08_secondattempt,175,DRB1,Verifi,PASSED,16312,No second peak,3.8509000000000002,No second peak
4225,JL07_JL08_secondattempt,185,DRB1,Verifi,PASSED,15246,No second peak,2.4416000000000002,No second peak
2733,JL07_JL08_secondattempt,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1048,JL07_JL08_secondattempt,188,DRB1,Verifi,PASSED,14591,No second peak,8.3963000000000001,No second peak
4241,JL07_JL08_secondattempt,201,DRB1,Verifi,PASSED,14181,No second peak,20.090599999999998,No second peak
5992,JL07_JL08_secondattempt,209,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2709,JL07_JL08_secondattempt,214,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1621,JL07_JL08_secondattempt,218,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3046,JL07_JL08_secondattempt,233,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1639,JL07_JL08_secondattempt,245,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1296,JL07_JL08_secondattempt,249,DRB1,Verifi,PASSED,12378,16558,6.1962000000000002,.64339999999999997
2423,JL07_JL08_secondattempt,252,DRB1,Verifi,PASSED,11886,No second peak,20.101900000000001,No second peak
2317,JL07_JL08_secondattempt,259,DRB1,Verifi,PASSED,12870,17213,4.7417999999999996,4.0909000000000004
273,JL07_JL08_secondattempt,264,DRB1,Verifi,PASSED,12460,15000,6.1757999999999997,4.6445999999999996
2941,JL07_JL08_secondattempt,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1363,JL07_JL08_secondattempt,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3284,JL07_JL08_secondattempt,349,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2089,JL07_JL08_secondattempt,364,DRB1,Verifi,PASSED,12624,15082,7.13,1.1115999999999999
2301,JL07_JL08_secondattempt,367,DRB1,Verifi,PASSED,13279,No second peak,57.122700000000002,No second peak
3197,JL07_JL08_secondattempt,380,DRB1,Verifi,PASSED,11476,No second peak,42.234499999999997,No second peak
3040,JL07_JL08_secondattempt,393,DRB1,Verifi,PASSED,14181,No second peak,22.5243,No second peak
2919,JL07_JL08_secondattempt,395,DRB1,Verifi,PASSED,14837,No second peak,8.3623999999999992,No second peak
3017,JL07_JL08_secondattempt,396,DRB1,Verifi,PASSED,15000,No second peak,3.0301999999999998,No second peak
666,JL07_JL08_secondattempt,397,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4255,JL07_JL08_secondattempt,400,DRB1,Verifi,PASSED,12296,15000,8.7531999999999996,5.1708999999999996
3314,JL07_JL08_secondattempt,402,DRB1,Verifi,PASSED,14591,18607,15.9892,9.2666000000000004
1918,JL07_JL08_secondattempt,404,DRB1,Verifi,PASSED,12296,14837,5.0728999999999997,4.4051999999999998
4106,JL07_JL08_secondattempt,407,DRB1,Verifi,PASSED,13771,No second peak,39.676600000000001,No second peak
3345,JL07_JL08_secondattempt,408,DRB1,Verifi,PASSED,13771,No second peak,38.101799999999997,No second peak
1394,JL07_JL08_secondattempt,410,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3729,JL07_JL08_secondattempt,412,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3946,JL07_JL08_secondattempt,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1348,JL07_JL08_secondattempt,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3958,JL07_JL08_secondattempt,422,DRB1,Verifi,PASSED,13525,18033,38.168700000000001,7.5056000000000003
1026,JL07_JL08_secondattempt,429,DRB1,Verifi,PASSED,15082,17377,4.5841000000000003,1.1315
857,JL07_JL08_secondattempt,431,DRB1,Verifi,PASSED,13853,No second peak,28.883199999999999,No second peak
1393,JL07_JL08_secondattempt,433,DRB1,Verifi,PASSED,13689,No second peak,34.994199999999999,No second peak
2003,JL07_JL08_secondattempt,437,DRB1,Verifi,PASSED,11886,14099,12.7181,23.071400000000001
1224,JL07_JL08_secondattempt,441,DRB1,Verifi,PASSED,14263,No second peak,23.397400000000001,No second peak
4804,JL07_JL08_secondattempt,444,DRB1,Verifi,PASSED,14919,No second peak,4.3346999999999998,No second peak
858,JL07_JL08_secondattempt,446,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
750,JL07_JL08_secondattempt,449,DRB1,Verifi,PASSED,12624,No second peak,75.839399999999998,No second peak
423,JL07_JL08_secondattempt,429,DRB1,Verifi,PASSED,16148,No second peak,4.5129999999999999,No second peak
1275,JL09_AMPA,4,DRB1,Verifi,PASSED,13771,No second peak,30.248699999999999,No second peak
1353,JL09_AMPA,14,DRB1,Verifi,PASSED,13771,No second peak,28.0749,No second peak
1366,JL09_AMPA,18,DRB1,Verifi,PASSED,10985,14673,34.581600000000002,10.821999999999999
1407,JL09_AMPA,21,DRB1,Verifi,PASSED,13525,No second peak,35.630800000000001,No second peak
1385,JL09_AMPA,23,DRB1,Verifi,PASSED,11191,15000,41.0991,9.3515999999999995
1386,JL09_AMPA,29,DRB1,Verifi,PASSED,15000,18968,6.9889999999999999,1.3704000000000001
2709,JL09_AMPA,32,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
368,JL09_AMPA,39,DRB1,Verifi,PASSED,15477,No second peak,3.2736000000000001,No second peak
3107,JL09_AMPA,44,DRB1,Verifi,PASSED,14017,No second peak,22.888999999999999,No second peak
1621,JL09_AMPA,54,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
322,JL09_AMPA,55,DRB1,Verifi,PASSED,13525,No second peak,33.077599999999997,No second peak
3046,JL09_AMPA,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2685,JL09_AMPA,66,DRB1,Verifi,PASSED,14048,No second peak,26.454499999999999,No second peak
1996,JL09_AMPA,71,DRB1,Verifi,PASSED,15159,No second peak,29.528600000000001,No second peak
1698,JL09_AMPA,82,DRB1,Verifi,PASSED,10398,14207,62.215499999999999,16.778199999999998
1647,JL09_AMPA,85,DRB1,Verifi,PASSED,11668,No second peak,31.575099999999999,No second peak
1639,JL09_AMPA,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1296,JL09_AMPA,90,DRB1,Verifi,PASSED,13279,No second peak,1.1293,No second peak
563,JL09_AMPA,91,DRB1,Verifi,PASSED,10903,No second peak,36.805199999999999,No second peak
807,JL09_AMPA,103,DRB1,Verifi,PASSED,10739,15820,39.943300000000001,10.5663
557,JL09_AMPA,107,DRB1,Verifi,PASSED,11429,16270,31.294899999999998,3.7938000000000001
558,JL09_AMPA,112,DRB1,Verifi,PASSED,10795,15873,58.767099999999999,12.093999999999999
545,JL09_AMPA,113,DRB1,Verifi,PASSED,13255,18334,49.2532,5.9031000000000002
2895,JL09_AMPA,120,DRB1,Verifi,PASSED,11826,14048,22.700199999999999,29.782299999999999
2261,JL09_AMPA,125,DRB1,Verifi,PASSED,13771,No second peak,36.7547,No second peak
2197,JL09_AMPA,129,DRB1,Verifi,PASSED,12132,14509,9.9329000000000001,12.1031
3297,JL09_AMPA,143,DRB1,Verifi,PASSED,13853,No second peak,29.727699999999999,No second peak
2423,JL09_AMPA,148,DRB1,Verifi,PASSED,17869,No second peak,.40749999999999997,No second peak
2167,JL09_AMPA,149,DRB1,Verifi,PASSED,11588,13731,21.3338,28.946300000000001
2317,JL09_AMPA,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
273,JL09_AMPA,175,DRB1,Verifi,PASSED,12937,No second peak,.47249999999999998,No second peak
2941,JL09_AMPA,185,DRB1,Verifi,PASSED,11906,16032,22.8337,6.9634
1363,JL09_AMPA,4,DRB1,Verifi,PASSED,13279,No second peak,.56330000000000002,No second peak
3284,JL09_AMPA,14,DRB1,Verifi,PASSED,16722,No second peak,3.4140000000000001,No second peak
2089,JL09_AMPA,18,DRB1,Verifi,PASSED,13279,No second peak,.24440000000000001,No second peak
2560,JL09_AMPA,21,DRB1,Verifi,PASSED,11640,14017,12.7476,16.3245
3313,JL09_AMPA,23,DRB1,Verifi,PASSED,14762,No second peak,10.0596,No second peak
3575,JL09_AMPA,29,DRB1,Verifi,PASSED,10636,14048,21.577000000000002,6.4089
2831,JL09_AMPA,32,DRB1,Verifi,PASSED,14286,18889,20.2897,1.4661999999999999
1416,JL09_AMPA,39,DRB1,Verifi,PASSED,10795,15715,47.536200000000001,10.0707
3787,JL09_AMPA,44,DRB1,Verifi,PASSED,10903,16394,39.785899999999998,3.1160999999999999
270,JL09_AMPA,54,DRB1,Verifi,PASSED,13607,No second peak,36.954300000000003,No second peak
1400,JL09_AMPA,55,DRB1,Verifi,PASSED,13525,16968,25.694600000000001,4.0430000000000001
2301,JL09_AMPA,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1365,JL09_AMPA,66,DRB1,Verifi,PASSED,12302,No second peak,9.5847999999999995,No second peak
299,JL09_AMPA,71,DRB1,Verifi,PASSED,10874,14286,48.387700000000002,17.0624
590,JL09_AMPA,82,DRB1,Verifi,PASSED,16826,No second peak,7.7251000000000003,No second peak
3197,JL09_AMPA,85,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3040,JL09_AMPA,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2919,JL09_AMPA,90,DRB1,Verifi,PASSED,15738,No second peak,1.3532,No second peak
3017,JL09_AMPA,91,DRB1,Verifi,PASSED,15820,No second peak,1.2748999999999999,No second peak
576,JL09_AMPA,103,DRB1,Verifi,PASSED,10821,15984,37.212000000000003,6.5627000000000004
3203,JL09_AMPA,107,DRB1,Verifi,PASSED,13731,18730,43.228400000000001,3.4723999999999999
4349,JL09_AMPA,112,DRB1,Verifi,PASSED,11271,14921,35.869900000000001,5.9992000000000001
666,JL09_AMPA,113,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4255,JL09_AMPA,120,DRB1,Verifi,PASSED,12778,15477,3.1831999999999998,1.9753000000000001
338,JL09_AMPA,125,DRB1,Verifi,PASSED,15574,No second peak,14.661,No second peak
3314,JL09_AMPA,129,DRB1,Verifi,PASSED,15656,No second peak,2.2166000000000001,No second peak
1402,JL09_AMPA,143,DRB1,Verifi,PASSED,11476,16968,35.368699999999997,1.0839000000000001
1918,JL09_AMPA,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1371,JL09_AMPA,149,DRB1,Verifi,PASSED,11350,16826,50.025599999999997,7.9726999999999997
4106,JL09_AMPA,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
714,JL09_AMPA,175,DRB1,Verifi,PASSED,11588,14207,29.935099999999998,25.515000000000001
1171,JL09_AMPA,185,DRB1,Verifi,PASSED,11588,14445,32.930700000000002,17.2468
3345,JL09_AMPA,4,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1394,JL09_AMPA,14,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4513,JL09_AMPA,18,DRB1,Verifi,PASSED,14509,No second peak,12.2715,No second peak
3729,JL09_AMPA,21,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3946,JL09_AMPA,23,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1348,JL09_AMPA,29,DRB1,Verifi,PASSED,15080,No second peak,3.6738,No second peak
3797,JL09_AMPA,32,DRB1,Verifi,PASSED,11588,14921,29.932600000000001,10.823600000000001
3480,JL09_AMPA,39,DRB1,Verifi,PASSED,17461,No second peak,2.9525000000000001,No second peak
1357,JL09_AMPA,44,DRB1,Verifi,PASSED,15000,No second peak,9.2500999999999998,No second peak
2970,JL09_AMPA,54,DRB1,Verifi,PASSED,12050,No second peak,24.110700000000001,No second peak
3418,JL09_AMPA,55,DRB1,Verifi,PASSED,12132,15082,8.8318999999999992,3.4973000000000001
3958,JL09_AMPA,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
969,JL09_AMPA,66,DRB1,Verifi,PASSED,12144,15000,15.6105,5.9743000000000004
1279,JL09_AMPA,71,DRB1,Verifi,PASSED,11350,16826,62.000799999999998,1.6258999999999999
979,JL09_AMPA,82,DRB1,Verifi,PASSED,11350,16350,39.792099999999998,.96389999999999998
583,JL09_AMPA,85,DRB1,Verifi,PASSED,11826,14683,25.213100000000001,14.1751
