sample_ID,ampset_name,barcode,gene,polymerase,pass_fail,size_or_fail_peak1,size_or_fail_peak2,conc_or_fail_peak1,conc_or_fail_peak2
3043,JL01_AMPA,4,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2775,JL01 DR,14,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5605,JL01 DR,18,DRB1,GoTaq,PASSED,14492,16272,5.0347999999999997,5.6393000000000004
4732,JL01 DR,21,DRB1,GoTaq,PASSED,12289,16611,7.7915999999999999,2.6937000000000002
1563,JL01 DR,23,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2820,JL01 DR,29,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4034,JL01 DR,32,DRB1,GoTaq,PASSED,15000,No second peak,21.563500000000001,No second peak
4009,JL01 DR,39,DRB1,GoTaq,PASSED,15085,No second peak,5.3688000000000002,No second peak
4778,JL01 DR,44,DRB1,GoTaq,PASSED,16187,No second peak,7.5124000000000004,No second peak
2699,JL01 DR,54,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2746,JL01 DR,55,DRB1,GoTaq,PASSED,8526,No second peak,.1487,No second peak
5078,JL01 DR,60,DRB1,GoTaq,PASSED,12713,15848,2.3519000000000001,3.3058999999999998
3110,JL01 DR,66,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1509,JL01 DR,71,DRB1,GoTaq,PASSED,17458,No second peak,.3306,No second peak
3045,JL01 DR,82,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2672,JL01 DR,85,DRB1,GoTaq,PASSED,13221,No second peak,.49890000000000001,No second peak
3989,JL01 DR,88,DRB1,GoTaq,PASSED,11950,15255,6.2281000000000004,2.0592999999999999
4050,JL01 DR,90,DRB1,GoTaq,PASSED,11780,16272,17.802299999999999,3.7568000000000001
1518,JL01 DR,91,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4313,JL01 DR,103,DRB1,GoTaq,PASSED,11611,15509,17.3081,14.7911
3891,JL01 DR,107,DRB1,GoTaq,PASSED,11357,16102,22.7592,6.9968000000000004
3311,JL01 DR,112,DRB1,GoTaq,PASSED,14153,15594,6.2907000000000002,13.3767
2776,JL01 DR,113,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1309,JL01 DR,120,DRB1,GoTaq,PASSED,12713,12713,5.6596000000000002,5.6596000000000002
1680,JL01 DR,125,DRB1,GoTaq,PASSED,10764,15255,26.5139,16.2148
1311,JL01 DR,129,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2735,JL01 DR,143,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1517,JL01 DR,148,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3231,JL01 DR,149,DRB1,GoTaq,PASSED,12204,15678,3.3411,.3725
1629,JL01 DR,172,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3077,JL01 DR,175,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1490,JL01 DR,185,DRB1,GoTaq,PASSED,14407,No second peak,13.7226,No second peak
3576,JL01 DR,187,DRB1,GoTaq,PASSED,10083,14673,81.349299999999999,34.192399999999999
2900,JL01 DR,188,DRB1,GoTaq,PASSED,10083,14591,49.985100000000003,18.226199999999999
3108,JL01 DR,201,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3795,JL01 DR,209,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4373,JL01 DR,214,DRB1,GoTaq,PASSED,10329,13771,58.370800000000003,35.5854
3011,JL01 DR,218,DRB1,GoTaq,PASSED,13771,No second peak,62.7408,No second peak
3143,JL01 DR,233,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1530,JL01 DR,245,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3945,JL01 DR,249,DRB1,GoTaq,PASSED,13361,17869,28.786300000000001,5.5528000000000004
3000,JL01 DR,252,DRB1,GoTaq,PASSED,11148,15656,39.150300000000001,8.5213000000000001
2717,JL01 DR,259,DRB1,GoTaq,PASSED,12378,No second peak,.62860000000000005,No second peak
2700,JL01 DR,264,DRB1,GoTaq,PASSED,15000,No second peak,.58030000000000004,No second peak
2734,JL01 DR,307,DRB1,GoTaq,PASSED,11722,No second peak,1.4447000000000001,No second peak
3942,JL01 DR,313,DRB1,GoTaq,PASSED,11148,14427,31.735299999999999,26.548300000000001
1537,JL01 DR,349,DRB1,GoTaq,PASSED,12214,No second peak,1.0687,No second peak
1491,JL01 DR,364,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3029,JL01 DR,367,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3023,JL01 DR,380,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4371,JL01 DR,393,DRB1,GoTaq,PASSED,9700,13279,91.296800000000005,58.105899999999998
3024,JL01 DR,395,DRB1,GoTaq,PASSED,14345,19180,27.9665,6.0034000000000001
2671,JL01 DR,396,DRB1,GoTaq,PASSED,12214,No second peak,2.7147000000000001,No second peak
4012,JL01 DR,397,DRB1,GoTaq,PASSED,12378,17295,55.116,10.716900000000001
3929,JL01 DR,400,DRB1,GoTaq,PASSED,10985,13607,32.9099,25.9833
1604,JL01 DR,402,DRB1,GoTaq,PASSED,9650,12460,86.0291,49.674100000000003
3933,JL01 DR,404,DRB1,GoTaq,PASSED,13525,18033,12.742800000000001,2.6755
5657,JL01 DR,407,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2897,JL01 DR,408,DRB1,GoTaq,PASSED,10247,13525,59.811399999999999,41.432200000000002
2420,JL01 DR,410,DRB1,GoTaq,PASSED,10411,13443,61.119900000000001,64.948099999999997
1453,JL01 DR,412,DRB1,GoTaq,PASSED,10329,15164,64.188500000000005,13.352499999999999
342,JL01 DR,413,DRB1,GoTaq,PASSED,8900,No second peak,.2054,No second peak
1697,JL01 DR,416,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
921,JL01 DR,422,DRB1,GoTaq,PASSED,13771,18525,41.052700000000002,9.7091999999999992
1915,JL01 DR,429,DRB1,GoTaq,PASSED,11103,13814,18.825399999999998,12.2921
1771,JL01 DR,431,DRB1,GoTaq,PASSED,14238,No second peak,25.5684,No second peak
2379,JL01 DR,433,DRB1,GoTaq,PASSED,12713,17712,28.654800000000002,7.5054999999999996
1722,JL01 DR,437,DRB1,GoTaq,PASSED,12797,No second peak,33.233499999999999,No second peak
1323,JL01 DR,441,DRB1,GoTaq,PASSED,13645,18390,20.900200000000002,4.3909000000000002
1415,JL01 DR,444,DRB1,GoTaq,PASSED,12458,No second peak,5.1116999999999999,No second peak
1461,JL01 DR,446,DRB1,GoTaq,PASSED,14323,15678,4.7192999999999996,10.2997
1215,JL01 DR,449,DRB1,GoTaq,PASSED,10170,13390,33.3566,20.243500000000001
1859,JL01 DR,4,DRB1,GoTaq,PASSED,13279,17541,31.941299999999998,9.3204999999999991
5365,JL01 DR,14,DRB1,GoTaq,PASSED,15656,18853,9.3378999999999994,2.8393999999999999
2869,JL01 DR,18,DRB1,GoTaq,PASSED,13771,17705,38.594299999999997,2.5085000000000002
2335,JL01 DR,21,DRB1,GoTaq,PASSED,10821,13361,31.1783,23.978400000000001
1640,JL01 DR,23,DRB1,GoTaq,PASSED,12870,17049,74.9666,14.228
1326,JL01 DR,29,DRB1,GoTaq,PASSED,10821,13771,38.693600000000004,41.819499999999998
1372,JL01 DR,32,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
720,JL01 DR,39,DRB1,GoTaq,PASSED,13033,17623,39.794800000000002,7.6013999999999999
1398,JL01 DR,44,DRB1,GoTaq,PASSED,15509,No second peak,6.8638000000000003,No second peak
1230,JL01 DR,54,DRB1,GoTaq,PASSED,11187,14153,20.914300000000001,22.690899999999999
1948,JL01 DR,55,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4772,JL01 DR,60,DRB1,GoTaq,PASSED,11148,14427,23.3447,37.3093
1578,JL01 DR,66,DRB1,GoTaq,PASSED,10985,13853,40.971899999999998,49.177399999999999
1304,JL01 DR,71,DRB1,GoTaq,PASSED,14017,18279,25.277799999999999,11.4444
1265,JL01 DR,82,DRB1,GoTaq,PASSED,13984,18305,17.834700000000002,5.6238000000000001
700,JL01 DR,85,DRB1,GoTaq,PASSED,11272,13729,14.340400000000001,16.221800000000002
3043,JL01_02_AMP_B ,44,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2775,JL01_02_AMP_B ,54,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1563,JL01_02_AMP_B ,55,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2820,JL01_02_AMP_B ,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4778,JL01_02_AMP_B ,66,DRB1,Verifi,PASSED,13509,No second peak,28.256399999999999,No second peak
2699,JL01_02_AMP_B ,71,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2746,JL01_02_AMP_B ,82,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5078,JL01_02_AMP_B ,85,DRB1,Verifi,PASSED,11755,No second peak,5.6376999999999997,No second peak
3110,JL01_02_AMP_B ,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1509,JL01_02_AMP_B ,90,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3045,JL01_02_AMP_B ,91,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2672,JL01_02_AMP_B ,103,DRB1,Verifi,PASSED,13698,No second peak,.77339999999999998,No second peak
1518,JL01_02_AMP_B ,107,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2776,JL01_02_AMP_B ,112,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1311,JL01_02_AMP_B ,113,DRB1,Verifi,PASSED,12106,No second peak,.97529999999999994,No second peak
2735,JL01_02_AMP_B ,120,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1517,JL01_02_AMP_B ,125,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3231,JL01_02_AMP_B ,129,DRB1,Verifi,PASSED,13278,No second peak,2.4011,No second peak
1629,JL01_02_AMP_B ,143,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3077,JL01_02_AMP_B ,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3108,JL01_02_AMP_B ,149,DRB1,Verifi,PASSED,15176,No second peak,.36809999999999998,No second peak
3795,JL01_02_AMP_B ,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3143,JL01_02_AMP_B ,175,DRB1,Verifi,PASSED,12545,No second peak,.36599999999999999,No second peak
2717,JL01_02_AMP_B ,185,DRB1,Verifi,PASSED,12369,No second peak,1.7054,No second peak
2700,JL01_02_AMP_B ,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2734,JL01_02_AMP_B ,188,DRB1,Verifi,PASSED,14034,No second peak,.1361,No second peak
1537,JL01_02_AMP_B ,201,DRB1,Verifi,PASSED,14286,16975,.64970000000000006,.2404
3029,JL01_02_AMP_B ,209,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3023,JL01_02_AMP_B ,214,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2671,JL01_02_AMP_B ,218,DRB1,Verifi,PASSED,12369,15264,2.9674,.23499999999999999
5657,JL01_02_AMP_B ,233,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
342,JL01_02_AMP_B ,245,DRB1,Verifi,PASSED,13246,15351,1.7054,19.1633
1697,JL01_02_AMP_B ,249,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1415,JL01_02_AMP_B ,252,DRB1,Verifi,PASSED,13278,No second peak,5.7293000000000003,No second peak
1372,JL01_02_AMP_B ,259,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1398,JL01_02_AMP_B ,264,DRB1,Verifi,PASSED,12102,16891,22.315899999999999,2.9262000000000001
1948,JL01_02_AMP_B ,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1390,JL01_02_AMP_B ,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1935,JL01_02_AMP_B ,349,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2375,JL01_02_AMP_B ,364,DRB1,Verifi,PASSED,12194,No second peak,3.5762999999999998,No second peak
1925,JL01_02_AMP_B ,367,DRB1,Verifi,PASSED,14622,No second peak,18.948799999999999,No second peak
1586,JL01_02_AMP_B ,380,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1889,JL01_02_AMP_B ,393,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1792,JL01_02_AMP_B ,395,DRB1,Verifi,PASSED,12354,17311,21.9724,2.2749000000000001
3039,JL01_02_AMP_B ,396,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2745,JL01_02_AMP_B ,397,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5090,JL01_02_AMP_B ,400,DRB1,Verifi,PASSED,13509,No second peak,27.1937,No second peak
3078,JL01_02_AMP_B ,402,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2726,JL01_02_AMP_B ,404,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3109,JL01_02_AMP_B ,407,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2603,JL01_02_AMP_B ,408,DRB1,Verifi,PASSED,14370,No second peak,22.1416,No second peak
3539,JL01_02_AMP_B ,410,DRB1,Verifi,PASSED,13509,No second peak,21.840199999999999,No second peak
2512,JL01_02_AMP_B ,412,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1229,JL01_02_AMP_B ,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5001,JL01_02_AMP_B ,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2188,JL01_02_AMP_B ,422,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5085,JL01_02_AMP_B ,429,DRB1,Verifi,PASSED,17227,No second peak,5.4964000000000004,No second peak
2108,JL01_02_AMP_B ,431,DRB1,Verifi,PASSED,15439,No second peak,13.8256,No second peak
4731,JL01_02_AMP_B ,433,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2994,JL01_02_AMP_B ,437,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2242,JL01_02_AMP_B ,441,DRB1,Verifi,PASSED,14454,No second peak,18.2393,No second peak
1254,JL01_02_AMP_B ,444,DRB1,Verifi,PASSED,14202,15883,.8236,15.736000000000001
5235,JL01_02_AMP_B ,446,DRB1,Verifi,PASSED,15295,No second peak,10.167,No second peak
2091,JL01_02_AMP_B ,449,DRB1,Verifi,PASSED,15043,No second peak,17.323599999999999,No second peak
0,JL01_02_AMP_B ,449,DRB1,,FAILED,FAILED,FAILED,FAILED,FAILED
0,JL01_02_AMP_B ,449,DRB1,,FAILED,FAILED,FAILED,FAILED,FAILED
1267,JL15 ,449,DRB1,Verifi,PASSED,9018,13597,.80530000000000002,30.0366
1872,JL02_AMPA,4,DRB1,GoTaq,PASSED,15538,No second peak,17.7987,No second peak
1617,JL02_AMPA,14,DRB1,GoTaq,PASSED,11902,15620,12.599,13.050800000000001
2375,JL02_AMPA,18,DRB1,GoTaq,PASSED,12645,16281,2.4729000000000001,1.0163
1457,JL02_AMPA,21,DRB1,GoTaq,PASSED,12232,16777,12.805,2.4192
1464,JL02_AMPA,23,DRB1,GoTaq,PASSED,10332,13968,30.282699999999998,22.470300000000002
1787,JL02_AMPA,29,DRB1,GoTaq,PASSED,11241,14877,24.558399999999999,17.321999999999999
571,JL02_AMPA,32,DRB1,GoTaq,PASSED,13554,14959,.61729999999999996,16.5793
2885,JL02_AMPA,39,DRB1,GoTaq,PASSED,11406,16033,24.880600000000001,12.47
1925,JL02_AMPA,44,DRB1,GoTaq,PASSED,15620,No second peak,6.6624999999999996,No second peak
1842,JL02_AMPA,54,DRB1,GoTaq,PASSED,14215,No second peak,31.2362,No second peak
1093,JL02_AMPA,55,DRB1,GoTaq,PASSED,12315,16695,9.2390000000000008,1.4715
1389,JL02_AMPA,60,DRB1,GoTaq,PASSED,15207,19752,13.87,2.5082
1586,JL02_AMPA,66,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1399,JL02_AMPA,71,DRB1,GoTaq,PASSED,14546,16695,9.1130999999999993,5.6344000000000003
2863,JL02_AMPA,82,DRB1,GoTaq,PASSED,11571,14629,16.084099999999999,14.7127
1889,JL02_AMPA,85,DRB1,GoTaq,PASSED,13224,No second peak,1.0980000000000001,No second peak
1860,JL02_AMPA,88,DRB1,GoTaq,PASSED,15207,No second peak,17.165500000000002,No second peak
1838,JL02_AMPA,90,DRB1,GoTaq,PASSED,11158,14298,22.813400000000001,12.8665
1792,JL02_AMPA,91,DRB1,GoTaq,PASSED,12480,15868,3.2206999999999999,3.6211000000000002
1463,JL02_AMPA,103,DRB1,GoTaq,PASSED,11241,14794,29.809000000000001,19.8428
641,JL02_AMPA,107,DRB1,GoTaq,PASSED,14050,No second peak,28.493600000000001,No second peak
1406,JL02_AMPA,112,DRB1,GoTaq,PASSED,14298,No second peak,24.645700000000001,No second peak
5795,JL02_AMPA,113,DRB1,GoTaq,PASSED,10579,14050,31.074400000000001,14.7234
1910,JL02_AMPA,120,DRB1,GoTaq,PASSED,12315,15290,13.2934,5.7416999999999998
5048,JL02_AMPA,125,DRB1,GoTaq,PASSED,13802,No second peak,29.427499999999998,No second peak
1276,JL02_AMPA,129,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1667,JL02_AMPA,143,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5099,JL02_AMPA,148,DRB1,GoTaq,PASSED,13141,14711,1.0596000000000001,16.293600000000001
1557,JL02_AMPA,149,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1550,JL02_AMPA,172,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5084,JL02_AMPA,175,DRB1,GoTaq,PASSED,14050,18843,16.787199999999999,3.1509999999999998
3039,JL02_AMPA,185,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2745,JL02_AMPA,187,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5090,JL02_AMPA,188,DRB1,GoTaq,PASSED,15448,No second peak,2.5849000000000002,No second peak
3084,JL02_AMPA,201,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3078,JL02_AMPA,209,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2729,JL02_AMPA,214,DRB1,GoTaq,PASSED,14553,16586,8.1026000000000007,5.7908999999999997
2726,JL02_AMPA,218,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1544,JL02_AMPA,233,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3109,JL02_AMPA,245,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1663,JL02_AMPA,249,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2298,JL02_AMPA,252,DRB1,GoTaq,PASSED,11952,15122,14.901,11.7753
1813,JL02_AMPA,259,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2870,JL02_AMPA,264,DRB1,GoTaq,PASSED,14635,No second peak,23.081199999999999,No second peak
3541,JL02_AMPA,307,DRB1,GoTaq,PASSED,14635,18862,18.1938,3.5981000000000001
2603,JL02_AMPA,313,DRB1,GoTaq,PASSED,15041,16667,2.4862000000000002,5.1387
2447,JL02_AMPA,349,DRB1,GoTaq,PASSED,10733,15041,25.900600000000001,10.242699999999999
2107,JL02_AMPA,364,DRB1,GoTaq,PASSED,11952,14310,.40310000000000001,22.183599999999998
4966,JL02_AMPA,367,DRB1,GoTaq,PASSED,11302,14635,18.276599999999998,14.705299999999999
2092,JL02_AMPA,380,DRB1,GoTaq,PASSED,13171,18212,27.0197,5.8188000000000004
4985,JL02_AMPA,393,DRB1,GoTaq,PASSED,11139,15935,22.4697,7.1306000000000003
3539,JL02_AMPA,395,DRB1,GoTaq,PASSED,14960,16504,4.4581,7.6154000000000002
2209,JL02_AMPA,396,DRB1,GoTaq,PASSED,14066,15935,10.8195,11.4665
2512,JL02_AMPA,397,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1229,JL02_AMPA,400,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5227,JL02_AMPA,402,DRB1,GoTaq,PASSED,13822,18943,15.7097,1.8931
5001,JL02_AMPA,404,DRB1,GoTaq,PASSED,12196,15204,4.3167,1.9283999999999999
4753,JL02_AMPA,407,DRB1,GoTaq,PASSED,12033,14879,11.787100000000001,7.4530000000000003
3479,JL02_AMPA,408,DRB1,GoTaq,PASSED,16098,No second peak,11.756,No second peak
3044,JL02_AMPA,410,DRB1,GoTaq,PASSED,14797,No second peak,26.7547,No second peak
4834,JL02_AMPA,412,DRB1,GoTaq,PASSED,11708,14960,15.0131,7.02
4773,JL02_AMPA,413,DRB1,GoTaq,PASSED,12440,15935,8.9232999999999993,5.7179000000000002
4437,JL02_AMPA,416,DRB1,GoTaq,PASSED,11139,15854,29.5745,13.633100000000001
2999,JL02_AMPA,422,DRB1,GoTaq,PASSED,11871,16911,20.323699999999999,3.9556
5729,JL02_AMPA,429,DRB1,GoTaq,PASSED,13141,14546,.74639999999999995,14.3971
3331,JL02_AMPA,431,DRB1,GoTaq,PASSED,14050,18926,20.796600000000002,2.3959000000000001
2395,JL02_AMPA,433,DRB1,GoTaq,PASSED,10579,14546,25.063500000000001,15.632199999999999
2350,JL02_AMPA,437,DRB1,GoTaq,PASSED,14298,No second peak,14.2578,No second peak
2511,JL02_AMPA,441,DRB1,GoTaq,PASSED,11406,14629,22.490500000000001,18.659800000000001
2188,JL02_AMPA,444,DRB1,GoTaq,PASSED,12563,15703,.40360000000000001,1.1447000000000001
821,JL02_AMPA,446,DRB1,GoTaq,PASSED,11158,14298,23.25,12.669499999999999
5535,JL02_AMPA,449,DRB1,GoTaq,PASSED,10001,13306,49.395000000000003,28.747699999999998
2164,JL02_AMPA,367,DRB1,GoTaq,PASSED,11819,16612,31.555499999999999,7.9417999999999997
4479,JL02_AMPA,380,DRB1,GoTaq,PASSED,11488,16447,14.9848,1.6607000000000001
4491,JL02_AMPA,393,DRB1,GoTaq,PASSED,12315,15538,10.418699999999999,2.4369000000000001
2284,JL02_AMPA,395,DRB1,GoTaq,PASSED,11902,14298,.71179999999999999,36.814700000000002
2513,JL02_AMPA,396,DRB1,GoTaq,PASSED,11323,15124,26.086200000000002,14.4537
5195,JL02_AMPA,397,DRB1,GoTaq,PASSED,11571,16695,19.437000000000001,7.9686000000000003
2088,JL02_AMPA,400,DRB1,GoTaq,PASSED,14716,No second peak,25.779199999999999,No second peak
4703,JL02_AMPA,402,DRB1,GoTaq,PASSED,11383,15691,11.9861,6.0708000000000002
1961,JL02_AMPA,404,DRB1,GoTaq,PASSED,12196,16017,.1817,9.3558000000000003
1983,JL02_AMPA,407,DRB1,GoTaq,PASSED,14879,19187,16.021699999999999,1.1471
4543,JL02_AMPA,408,DRB1,GoTaq,PASSED,11952,14635,10.876200000000001,7.6418999999999997
5585,JL02_AMPA,410,DRB1,GoTaq,PASSED,11871,14472,.3871,18.5458
4463,JL02_AMPA,412,DRB1,GoTaq,PASSED,11627,16504,20.975899999999999,3.9626000000000001
5085,JL02_AMPA,413,DRB1,GoTaq,PASSED,16423,No second peak,1.9355,No second peak
2039,JL02_AMPA,416,DRB1,GoTaq,PASSED,10733,15691,30.354600000000001,12.854699999999999
5086,JL02_AMPA,422,DRB1,GoTaq,PASSED,11464,13822,.67169999999999996,28.611000000000001
5122,JL03_AMPA,4,DRB1,GoTaq,PASSED,13190,No second peak,2.8698999999999999,No second peak
1877,JL03_AMPA,14,DRB1,GoTaq,PASSED,11294,15000,16.944199999999999,12.1234
4465,JL03_AMPA,18,DRB1,GoTaq,PASSED,12242,15776,.5585,14.0243
2966,JL03_AMPA,21,DRB1,GoTaq,PASSED,9600,16983,.50260000000000005,.5746
4492,JL03_AMPA,23,DRB1,GoTaq,PASSED,11725,15259,12.866099999999999,3.7595999999999998
2186,JL03_AMPA,29,DRB1,GoTaq,PASSED,14052,15862,.38129999999999997,5.9440999999999997
5644,JL03_AMPA,32,DRB1,GoTaq,PASSED,10432,14139,.26790000000000003,22.7423
5383,JL03_AMPA,39,DRB1,GoTaq,PASSED,11639,16207,16.490100000000002,9.8940999999999999
5225,JL03_AMPA,44,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5738,JL03_AMPA,54,DRB1,GoTaq,PASSED,12415,15862,.70820000000000005,20.9008
3432,JL03_AMPA,55,DRB1,GoTaq,PASSED,11035,14828,21.805399999999999,17.625900000000001
2969,JL03_AMPA,60,DRB1,GoTaq,PASSED,12932,17069,3.802,2.4287000000000001
2330,JL03_AMPA,66,DRB1,GoTaq,PASSED,12587,16983,11.451700000000001,7.0525000000000002
5466,JL03_AMPA,71,DRB1,GoTaq,PASSED,11897,16466,6.3928000000000003,3.8393999999999999
5595,JL03_AMPA,82,DRB1,GoTaq,PASSED,16293,No second peak,4.5602999999999998,No second peak
2622,JL03_AMPA,85,DRB1,GoTaq,PASSED,11811,13708,.68200000000000005,17.432300000000001
5191,JL03_AMPA,88,DRB1,GoTaq,PASSED,12759,15862,4.3826999999999998,.71699999999999997
5665,JL03_AMPA,90,DRB1,GoTaq,PASSED,15862,17586,.96240000000000003,1.3145
5655,JL03_AMPA,91,DRB1,GoTaq,PASSED,14052,16121,.40839999999999999,2.6395
3283,JL03_AMPA,103,DRB1,GoTaq,PASSED,12242,14656,.67069999999999996,23.965699999999998
3334,JL03_AMPA,107,DRB1,GoTaq,PASSED,13277,17500,2.9113000000000002,2.7875999999999999
3417,JL03_AMPA,112,DRB1,GoTaq,PASSED,12846,15345,4.6768000000000001,4.3106
5564,JL03_AMPA,113,DRB1,GoTaq,PASSED,10863,14139,.73560000000000003,14.7475
5592,JL03_AMPA,120,DRB1,GoTaq,PASSED,12156,16983,13.466200000000001,3.7532999999999999
5487,JL03_AMPA,125,DRB1,GoTaq,PASSED,10691,14914,.24310000000000001,14.8506
5391,JL03_AMPA,129,DRB1,GoTaq,PASSED,13190,No second peak,1.0992999999999999,No second peak
3181,JL03_AMPA,143,DRB1,GoTaq,PASSED,11897,16983,16.932300000000001,2.3391999999999999
5656,JL03_AMPA,148,DRB1,GoTaq,PASSED,9200,14311,2.8008999999999999,17.8872
3322,JL03_AMPA,149,DRB1,GoTaq,PASSED,9500,15862,.18579999999999999,1.6698999999999999
5737,JL03_AMPA,172,DRB1,GoTaq,PASSED,12587,16121,.66479999999999995,12.6616
3373,JL03_AMPA,175,DRB1,GoTaq,PASSED,12759,16811,.26569999999999999,6.8118999999999996
5467,JL03_AMPA,185,DRB1,GoTaq,PASSED,12846,16035,6.6501000000000001,1.5677000000000001
2067,JL03_AMPA,187,DRB1,GoTaq,PASSED,13948,No second peak,17.4756,No second peak
